reviews,label
bagus sihhh cuma yg putih warnanya bukett bgt kek udah kotor,0
barang datang dengan kondisi cacat untuk aplikasi shope dalam penilaian sekarang dapat koin cuma padahal dulu makin hari makin buruk aja,0
yah kecewa bgt ya mungkin klo murah jelek gpp tpi datang rusak,0
bagusss bgttt sesuaii ekspektasi pengirimannya agakk lama mungkin karnaaa tapiii gpp dengann hargaa segituuuu bagusss bgttt gaa boongg nyesell cumaa blui satuu doanggg,1
jamnya udh copot lain kali tolong d cek dulu yaa yg hijau juga copot tp untung masih bisa d pasang gini saya yg rugi,0
kecewa sih jam nya banyak yang mati tas juga dikirim yang bolong padahal pesanan orang semua udh belain ongkir mahal,0
bagusss bangggeetttt harga juga murahh cuma harus di setting dulu tapi okeeee bangett,1
agak sedih si warna jam nya keorange an gitu padahal pesenan aku yg pertama bagus aja putih gitu gak gatau sekarang warna orange gitu agak sedih si,0
sebenernya jam nya cantik apalagi warnanya cuma ya baru dipake sekali udah copot yg itemnya buat pasang kelubangnya,0
tidak recommended di toko ini padahal sudah langganan kecewaaaaaa baaangeettt,0
bagus bgtcocok buat anak saya pengiriman agak lama tp gag masalahcuma pesanan saya ada yg kurang kok bs sih gag di cek dgn teliti,0
kecewa karna banyak barang yg rusak yg dikirim auto aku jdi kapok dong ordernya secara barangnya utk aku jual lagi bukan nya untung malah buntung,0
pesen yg idup cuma barang rusak kecewa parahkurir nya jga kurang ramah barang gk di ater sampai ke tempat tujuan,0
awal percaya banget sama toko inieh kali saya anggap toko ini ga amanahsaya pesan pcsdatang cuma pcsberapa kerugian sayarb lebihjd rugi jualan akucoba liat deh bungkus aj kurang lebih sebesar hp mana bisa barang pcs dibungkus disituga bakalan lagi belanja dsini,0
barang yg ditunggu ternyata tidak bagus baru mau dibuka kemasannya ehh udh copot aja bagian menyetel jam na kecewa padahal buat kado sangat ditunggu datangnya malah buat kecewa n zonk,0
saya sudah kirim vidio nya dan ga dj kembalikan uang saya saran jangan beli di sini selalu kurang dan ga ada tanggung jawab nya,0
pengiriman lama mungkin krna shope pengemasan super jelek bgttt untung brg g rusak tolong diperbaiki ya boss ada jam yang ga ada plastiknya itupun warna putih smua terus ku ganti biar yang putih ga kotor,1
sangat kecewabaru saja cek out beberapa menit chat maw ganti warna katanya gak bisapilih maron yg datang merahpokokke kecewa banget,0
yaa sesuai hrga brg sering dikirim g lengkap ajukan pngembalian dana ditolak kecewa bgt pdhl sering order dsni,0
jam nya jelek bgttangkai nya gak lurus dan kotor jam nyadan di di chat gak di respon,0
bagus ala ala jam mahal murah tapi ngga murahan terimakasih,1
gmna sih jam tngn ini ga bisa di atur lgi hmmm gmana ya jdi bingung,0
sama ini juga di foto pakai logo kok datangnya gak pakai logo sama aja nipu pembeli,0
jamnya gaada cantelannya huhu sedih bgt padahal bagus tapi jadi gabisa dipake,0
pengiriman lama barang yg nyampe ada yg cacat gqk bisa kpke,0
barang yg d terima cacat tdk bsa menyala dan ada tombol yg patahsya kecewa,0
agak kecewa sih krn ada lecet di pinggir jamnya,0
knp malah d kirimin jm rusak si kecewa ga lg deh beli barang d toko ini barang ga bisa kepake uang hlng jd nya klo bisa d ganti rugi,0
brang yg sy pesan dn yg sampai cuma,0
jam tangannya cute cantip bangethanya saja kacamatanya keras banget bagian framenyajadi susah kacamatanya kalau di tekuk ngeri banget patahmaaf ya min aku harus review jujursemoga next diperhatikan lagi barangnya ya makasi,0
udah pernah bli di sini sebelumnya tapi kali ini agak kecewa karna yg satunya sobek,0
kurang item cuma ordernya navy cuma ordernya,0
kecewa pdhl udh langganan giliran saya gk buat video unboxing lagi eh tau nya jam nya kurang dikirim yg pdhl kmrin wktu saya pesan klau barang yg gk ada dikabarin dlu langsung krm ni langsung krm sakit,0
alhamdulillah barang sudah sampai ada barang yang cacat jam tangan hilang tombolnya untung masih bisa di tekan tombol yang di dalam walau sedikit susah lain kali lebih teliti yah kak,0
bagus banget cuma aku agak susah buat masangin jam nya overall bagusss dgn harga semurah inii makasihh,1
bangus bangetttt udah berapa kali mesen ditoko ini dan alhamdulillah ga pernah dikecewain respon penjual juga baik seneng deh belanja ditoko ini pertahanin ya kak jangan dibikin kecewa hehe minusnya ada dipengiriman yang lama banget tapi bukan salah tokonya,1
jamnya bagus tapi ada beberapa yang cacatpengemasan juga agak lama,0
kecewa masa bandolannya lepas gak bsa lagi benerin,0
kecewa bgt sm seller nya g amanah pesanan sy g dikirim semua kurang pesanan g dikirim sy anjurkan klo beli disini saat pengemasannya dibuka sambil video ya,0
tombol jamnya patah untuk harga segitu dibanding toko lain sih buruk yaa,0
kualitas peroduk sangat tidak sy sukai sy beli yang sama tadangya sangat kecewa tapi yang hitam sy pesan warna pink hitam datang ya lg yang pink itu ya copot haduhh,0
lumayan lah buat ukuran harga segitu mahtapi ya ga tau awet apa gasusah banget mau ngatur jam nya,0
hati yg beli byk saya beli di kirim harusnya beli byk pelayanannya bagus karna bakal repeat order saya ada vidio unboxing tapi chat gak di balas padahal online ni orang sengaja kirim terus gk tanggung jawab mending cari seller lain ya jgn beli di sini sellernya gk amanah,0
pengiriman sangat buruk orderr banyak hanya dibungkus dengan bubble wrap lapis aja padahal brli jam dan boxnga yg rawan pecah tp gada packing khusus sama sekali udh beli x dikecewain terus walopun dananya di redund tp dana box nya ga garansi pdhl kesalahan pengiriman dari pihak toko,0
kecewa sih rusak hhshzbxjxncchxhxbxhcjjcjcjjcjcjjcjcjcjcj,0
jam nya jelek keras sesuai lah dengan harganya cumacrb beli mubazir aja ga bisa dipake penyaitnya lepas longgar terus kapok sih beli yg murahan kualitasnya juga murahan sesuai dgn duitnya,0
kecewa klo yg ini tombolx rusak jd gak bisa dipake untuk atur waktunya,0
bagus cuman susah di atur jam nya susah di tekan tekan,0
sebel bngt padahal pesen jam tangan yg dateng malah setela sama jam anak anak gajelas bngtt,0
mati jam nya temen aku marah sama aku anjritt gr jam doang ini gimana ga tnggung jawab ka baru beli tp udah mati ya allah ko ga amnaah,0
kan aku beli tapi pencetan nya yang satu lepaspadahal cuma kesenggoltapi gpp lahsesuai sama harganya,0
sudah dua kali beli disini selalu kecewa kemaren ni salah warna sekarang rusak murah boleh tapi jgn yg rusak,0
beli item yg datengnya cuman kita komplain tpi hrus ada video unboxing aja y siapa yg tau mau kecewa gini,0
ga rekomendasi banget sih belanja disni giliran komplain bener slow masak saya pesen jt ga di bublle wrap pdhl bublle wrap murah ga seberapa hasilnya persen nya pecah hancur bener ga mikir sih kalau kata aku kecewa bgt giliran di minta tanggung jawab gada garansi untuk kotak tp ga mikir,0
jangan order disni krn kalau udh komplain slow respon order banyak jga bikin kecewa banyak hancur rusak b,0
bagus tapi strapnya kok beda ya warna item sama merah model jamnya juga beda padahal belinya barengan dan diwaktu yg sama,0
ga ush beli barang disini orngnya ga amanah ga bertanggung jawab saya beli dua yg dikirim cuma satu di cht ga dibles padahal aktif sumpah kecewa banget semoga berkah yg kau mkan dari hasil nipu,0
pesan warna putih kok malah dtng nya warna putih butek gini ini sih bukan putih tapi mah cream sedikit kecewa,0
untuk pengaturan jam tangan bundernya hilang ga susuai sama fotonya jadi kallo mau atur mitesnya susaah tolong diteliti lagii,0
di kirim nya lama banget terus udah smpei brng nya rusak pula kecewa banget si,0
kcewa sih padahal pesan buah tapi yg smpe hanya di resi juga tertulis jelas kalo tiap itemnya sy pesan,0
kecewa sangat pesan barang tatang cma pokoxa kecewa bangetmudahan berkat buat saya,0
kecewa warna nya yg dikirim ga sesuai sama yang aku pesan gak amanah banget kalo ga ada warna yg aku mau bilang jgn asal kirim ganti jadi warna yg lain,0
saya pesan bnyk jam dikirim malah sedikit kurang jam penjual gak tanggung jawab padahal barang jualan,0
harusnya hitam yang dikirim ini navy tolong lebih teliti bikin kecewa,0
seller nya susah bgt ngerepson pesanan kurang tapi gada tanggung jawabnya sedangkan video unboxing kumplit diajukan pengembalian ditolak,0
barangnya kurang rugi k mana barang pesanan pelanggan katanya harus ada video unboxing di ket dus nggak ada di suruh bikin video unboxing seharusnya kalau barang kosong kasih tau dong,0
jam nya kecepetan anti gores nya miring dan pengemasan nya perbaiki lagi masa jam doang plastik nya gede banget harusnya disesuaikan dengan barangnya pengemasannya lama bangettt sebelum dikirim untuk kualitas barang lumayan dengan harga enak dipake karetnya lentur,0
saya beli yang datang cuma saya komlen tokonya gak mau ganti rugi julan tu yang jujur bos,0
barang zonk pesan warna hitam dua dua yg datang biru dan merah pengiriman juga lama chat aja gak di respon penjual jangan beli di toko ini kalau gak mau nyesal toko yang lain ada kok barang yang sama dan seller nya ramah,0
beli rusak alasan tidak tau kalau batrai habis,0
yg d pesan ap yg smpai apa agak kecewa si,0
sy pesan pcs tapi yg datang hanya pcs sja,0
kecewaaaa banget kok datengnya yang lain sih,0
rusak guys kecewa,0
toko penipu barang bnyak yg gak dkirim,0
barangnya jelek lecetgak sesuai sm yg di foto,0
jelek bangetttttpadahal di gambar mh baguss,0
tempat setingnya masa diksh yg putus entah apa,0
kecewa,0
pesan hanya di krim pdhal udah bayarkcewa,0
kecewa banget beli satu cacat ini gimana,0
tombol nya ada yang patah hadeuh jadi rugi pcs jam nya laaa,0
packingan memang agak buruk,0
buruk banget,0
bgsss bgtttrekomen deh buat kalian yg mau pergi pergisekolah pokonya bgs bgtt hihimksi kakka,1
jelek kek harga rb annnn tali miring tombol copot gak sempet vidioin yg asli soalnya gak tau klo barang gak sesuai ekspektasii hmmmmmmmmmmmmmmmmmmmm,0
jangan pernah beli disini kalo kalian gak mau nyesal saya order jam malah dikirim jam mati toko sangat² tidak amanah baru kali ini saya belanja di shoppe kecewa karna dikirim barang rusak,0
sumpah jam ny bgus bgt ada lampu² angka nya wrna wrni sbnernya agak susah si ngntur jam ny tpi alhamdullilah bisa kok terimakasih,1
jelek banget mana lg butuh banget jam tangan eh malah dateng kek gitu udh jam nya jelak,0
jelekkkkkk barang ada tiga yg gaada udh diwanti wanti jgn smpe ada yg kurng kalopun barangnya gaada uangnya masukin paket knp ribet kalo ajukan dana merasa paling rugi padahal situ pemeran utama kalo buat dijual lagi jgn disini gacocok,0
kecewa bnget sihhjam nya mati trus beli gelang couple malah di krim kalung yg rban,0
tombolbuat ngaturnya lepas gabisa diatur pula kecewa,0
hati belanja ditoko ini udh kali mereka nipu saya mwreka kirim barang gak lengkap dan mereka kirim barang yg cacat di suruh refund mereka gak pernah ngaku salah jdi klo bisa jangan belanja di toko inj ya,0
saya mohon sama pelanggan lain kalau mau belanja di toko ini mikir dulu soal nya saya mesan jam ini pcs jam tangan dan tidak dikirim sama sekali padahal jam tangan itu untuk customer saya dan bukan nya saya untung malah rugi besar saya toko ini sama saja dengan menipu,0
packing buruk pengiriman lambat kuncian tali nya gk bisa nempel,0
beli kedua x bukan nya tambah bagus malah sengaja di kirim barang rusak beli cuma yng bener nya yng satu bekas di ganti batre ada bekas lem korea nya yng satu lagi abis batre nya ngga amanah jadi orang males beli di sini lagi,0
harusnya dikasih babel wrab dikit biar gk kegores layarnya,0
sdah kali di kirim in jam mati padahal pesananya org terpaksa deh enggak di jual dan rugi,0
beli pcs rusak pcs mana yg retak itu yg harganya lumayan auto gk diambil sama custtolong packingannya yg tebal dikit biar meminimalisir kerusakkan saat pengirimn kalo merasa rugi naikknn ke etalase shopee bubble sma packingn kardus biar bisa dibeli kan sama enak gk ada yg dirugikan,0
gak tau kenapa tiap order gak pernah betul salah aja warna gak sesui di kirim gak jelas pdhl di jual lagi itu apa gak mikir ya kita juga sama cari uang tapi seenaknya aja dosa mu lebih berat kau tanggung di akhirat nanti hati bosku kalau jualan yang amanah,0
tolong di pikir pikir lagi klo beli di toko ini barang yg dikirim sering rusak n duit g balik jd buat kalian yg mau d jual lagi dr pada rugi mending beli d toko lain aja penipu toko ini,0
kecewa sama toko ini slaluuu barang kurang dikirimngak teliti wktu ngirim paket,0
penjual ga teliti barang ga dikirim pengajuan dana dipersulit dana hangus gitu aja,0
gila pesan berapa di kirim berapa ngajuin pembatalan eh malah di tolak bukannya apa saking percaya sama toko ini makanya g pernah bikin video unboxing tau gini mending ke toko sebelah,0
kak kenapa jam nya aneh baget jam di hp tetapi kalo di jam sumpah aneh anti air lagi,0
susah bgt nyettingnya yallah musti nyari di youtube dan tombol jam buat gesernya agak susah wajar aja sih rb jangan berekspektasi tinggi,0
barang lengkap tapi ada yg rusak mana tidak sempat video inboxsing,0
gatau kualitasnya pesen barang rb cuma dikirim total rb minta pengembalun rb ga dikasih hati hati yang mau beli disini ownernya ga amanah dan gamau ngecek stock pada tanggal itu,0
kwalitas dari seseorang mencerminkan kwalitas dimana dia bekerja kecewa sama pelayanan nya sudah nunggu lama kembalian dari uang cod pun kurang tanpa basa basi,0
barang yg dikirim kurangpesan jam tangan yg dtg cuma,0
pesan pcs yg wrna navy bgus brfungsi yg satunta wrna putih rusak,0
saya sangat kecewa dengan toko ini saya sudah sering langganan tapi kali ini headset saya pesan tdk dtg,0
makasih min sudah sampai paket nya cuma keluhan d bawah matahari ga jelas jam nya dan ada bercak bercak di dalem kacanya selebihnya mulus makasih,0
ngak ada pesanan ini dan kacamata dlm paket dan yg lain pesanan saya ngak sesuai gambar pesan apa yg dtg apa kecewa buat rugi customer ini namanya,0
parah ini tokosaya order jm tangan yang dtang cuma trus warnanya ngga sesuai lagii nyesel dah beli disini pertama udah traumabuang uang,0
ini allshop penipu pesan pcs brg yg di kasih pcs giliran di tanya banyak cincong buat semua org yg mau belanja disini gak usah belanja apalagi sistem transfer sangat mengecewakan dan buruk,0
sedih ga sesuai ekspetasi jamnya kyk barang lama terus tombolnya juga susah ditekan,0
penipu pesan nya yang datangnya tidak amanah,0
sangat kecewa dengan pelayanan dan tanggung jawab nya dengan pelanggang,0
kecewa banget,0
samping jam nya pecahbarang nya cantik kok,0
produk bgus tp syg yg maroon taliy rusak,0
jamnya rusak,0
karnaa jamnya susah bgtt di pencet,0
pengiriman lama slow resp juga tokony,0
jelek jam nya gk sesuai expetasi,0
toko jelek gaisss ga amanahhh jangan beli disini apalagi buat yg dijual lagi gacocok sumpah bikin rugi adminnya dongo gabisa baca kamu yg salah tapi seolah customer yg salah yg buat dijual lagi jangan beli disini bikin rugiii ditoko lain aja bukan sekali dua kali toko tai,0
pengiriman lama barang rusak,0
lama bgt pengirimannya,0
pengaturanya patah jd susah mw ngatur jam nya,0
rusak yh,0
jam nya sempat eror,0
ada barang yang rusak,0
jam nya kurang terus rusak rusak yg dikirim,0
tali nya agak kaku tapi nyalah semua,0
astaga kecewa banget tombol nya lepas,0
pengiriman jam nya salah,0
pengiriman sangat lama,0
respon seller lelet barang yg di kirim kurang,0
toko gak rekomen jam mati kok dikirim,0
carang cacat,0
kecewa kecewaaaaaa,0
pesan semuanya rusak,0
saya kecewa kenapa jamnya di kirim warna orange,0
tas nya bagus ngak rugi beli disini next aku order lagi ah,1
bagusss bgtttt sumpah dengan harga segini dapat kualitas sebagus ini gak nyangka udah langganan juga sih beli tas di sini emang kualitas nya itu gak malah sama yg mahal kalau ada yg murah dan kualitas oke kenapa pilih yg mahal,1
cantik cantik cantik x order x tidak mengecewakan thankque recomen pokoknya toko ini,1
bahan bagus cuma dikit yg cela,0
tas ny oke bgt geezs awal nya sich ragu eee ternyata barang nya datang syukak bgt,1
tasnya bagus tebel talinya juga tebel ga mengecewakan harga boleh murah tp egak murahan donkk ke kalinya order di tasready ga kecewa sama sekali seller amanah syuka syuka jangan ragu belanja tas ditoko ini gess thankyou seller,1
alhamdulilah ditrima dgn kondisi bgs tdk ada yg cacat lengkap smga slalu amanah dan slalu meningjatkan kualitas layanan trimakasih,1
paket sudah sampai baguss bltidak ada yang cacatthanks seller,1
udah langganan sama tokonyadan ngga pernah mengecewakan produknyaso produk yg lain juga ngga kalah keceeee badaiii deh,1
ke kali beli tas disini dan tdk pernah mengecewakan harganya boleh murah tapi kualitas gak murahan,1
tas nya real pict syukaaa cuman bete aja ama kurir nya paket di inepin hari jdi lama baru keterima hari ini aturan hari yg lalu,0
bagus banget tas nyakayak tas mahalnext mau order lagi,1
gk usah ragu blnja d sinirealpik semua barang ny,1
nice pokonamah mantaaaafffff hehehhee suka cuma ada cacat dikit padahal ini pesenan orang,0
pesen brownyg dkirim bluecape dechklo blue mahdtoko sebelah geh lbh murcemaap jd kecewajd hnya bintang,0
kirain besar n talinya panjangtp trnyta kecil n gk terlalu panjang,0
tas ny udah mendarat dngn slmat tp pas d tali nya ky udah lama udah karatan,0
kaitannya rusak mau d kembalikan waktu mepet apa adanya aj d,0
waaahhh baguzzz tasnyaaa pkoknya seng deh bahannya jg g kalah sama yg di mall hehehe,1
cantiiiiik bnget gak sempat ftoin keburu di ambil pelanggan,1
sukaaaacepet banget pengiriman nya padahal baru kemarin sore dah nyampe lagi,1
tas nya bagussss apalagi tali tasnya tebel jd berkesan mewah ga murahan,1
mantulll pokoknya gausah ragu beli di toko ini,1
tali kurang panjangpendek bgt trnyata,0
pengiriman sangat lama,0
kecewa order yg brown dikirim biru,0
recomended lah toko ini pokonya ya jgn ragu bnget sih buat langganan,1
pokonya mantul gk kecewa belanja d toko ini,1
gila parahhharga murah kualitas top markotoppp,1
sumpah baru kali ini kecewa sama toko ini baru juga kmrin aku psen ponakan aku jga pgn aku beliin lah ga taunya rantenya full lem mending kalo lemnya putih ini mah kuning aga kecewa sama toko nya padahal udh langganan dan tiap pesan selalu baguss kali ini aja yg bikin kecewa,0
bagus juga tpi ada cacat goresan retak di tutup nya dan itu kelihatan mungkin krna pengiriman ga pake bubblewrap,0
mantappppppppp gak pernah kecewa pokonya rekomendasi pokonya mantulll,1
pengirimannya cpt tasnya bagus real picture bahannya jg bgs kayak tas mahal,1
udah langganan dan gapernah gagal secinta ituuu,1
baguuuuusss bgt woy sumph ini murh bgttttt gw nemu ini prsis gini d jual ribu ini hanya kualitasnyaa melebihi ekpektasi,1
mantappp banget pengemasan cuma kurang dikasih bubblewrap tolong dong kualitas pengemasan di tingkatkan lagi khawatir ke gencet soalnya kaya rada gepeng,1
kualitasnya emang nggk pernah ngecewain harga murah tapi kualitas nggk murahan thanks seller,1
the bestt emg ga prna kecewa beli di sini,1
bgus bgt kek keliatan mahal wkkk pdhal cman rb good lah suka bgt pengiriman nya juga cpet bgt kmrin di kirim tdi dzuhur udh sampe,1
logo nya kecil padahal di fotonya agak besar gtu cuman oke lah bahan ny oke pengiriman nya juga oke bahan ny tebal,0
harga dibawah rb dapet tas sebaguss ini baru pertama order gk kecewa wahib order lgi,1
asli sih ini cantik bangt tasnya suka sekali mau nambah lagi bingung yang mana,1
baguuuus ga pernah kecewa belanja tas disini gatau ini tas yang keberapa kali hehe,1
alhaldulillah ngga ada yg cacat dan ngga ada yg kurang makasih ya,1
gilaaaaaa bagusssssssss bangettttttt sukaaaaaaaaaa realpict bahanya aluss ga kaku lagii dengan harga segitu kaya harga ratusan ribuu,1
tasnya oke oke semuaaaa sampe pusing sendiri milihnya cakeeeppp,1
sukaaaaaaaaaaaa sesuka itu sama tasnya gak pernah mengecewakan uwaaaaahhhhh,1
gak usahh ragu lagii beli tas disini kualitasnya buagussssss bangettttttt harga terjangkuuuu pokoknyaa the bestttttttttttt,1
sukaaaaaaaaaaa tdk pernah kecewa beli ditoko ini tasnya bsgu,1
gercep banget pengiriman nya cuma hri sampai kualitas no kaleng,1
tali pendek nya satu ngak ada pengait mana ini pesanan customer lagi,0
sampe lupa ini check out ke berapa produk nggak pernah mengecewakan selalu dapet harga promo makasih kak,1
sangat sangat kecewa barang dikirim tidak lengkapshopee memihak ke penjual padahal uda banyak bukti dari unboxing sampai fotopokoknya rugiiiiiwalaupun diganti tapi tetap rugi dari voucher sampai kena potongan shopeepadahal ini toko uda reseller loh lain kali teliti lg saat pengemasan,0
pesan model apayang datang model apa br mau jd langganan sudah dikecewakan,0
awalnya sempet ragu tpi pas datang barangnya nggk mengecewakanbahan rebel pengiriman cptdi jamin nggk nyesel blanja di toko ini,1
biasanya selalu puas tp kesini makin kecewa terakhir tasnya bernoda skrg kaya gini mana ini pesenan customer aku lagi,0
ini sih tas bukan sekedar murahan tapi kualitas nya lumayan tebal dan harganya nggak bikin jebol kantong deh,1
kualitas barangbarang baguuusss realpic jangan ragu yaaa order disini saya sdh langganan,1
udah berkali kali beli disini kualitas ttp oke dong pertahankan kak cuman ongkirnya yg agak mahal,1
bagus bgtt tasnyaa bahannya keliatan kl alusann padahal cuma rban yaalllah haruss bgtt langganan disini deh asli,1
bagussssssssss baaaaannnggggeeeeetttt sssuuuummmpaaahhhh parah bgt bagusnyaa,1
saya kira gambar cancelnya besar ternyata kecil soalnya di foto ada yg besar dan yang kecil jadi ragu,0
yang hitamnya sepertinya ketindihan atau kegencet gitu yaaa jadi agak penyok dan depannya ada garisnya bentuknya udah gabisa balik kaya semua lagi huhu sedih tapi gol deh,0
kualitas produk bagus sih tapi saya sedikit kecewa dengan produk ini di gambar terdapat tali tapi aslinya hanya tali saja,0
baguss bgt pesen pas lagi sale ga usah ragu buat kalian,1
tas nya lengket kak ngelupas ini barang pesanan auto pesan lagi di toko sebelah kecewa banget,0
tukang tipu toko ini penipu masa co bayar tas lain di kirimnya yg tas lain harga murahan lagi,0
semoga tidak ads cacat kmren pesan pengait sbelah nya hilang sebelah,0
penjualnya gak amanah pesan datang cuma responnya lambat,0
maaf ya aku ksh bintang pketnya bru nyampe mingguan pdahal pket ku biasanya plng lama hari aku pesan tas yg sama wrna hitam yg datang modelnya lain duanya dan duanya juga warnanya beda smpe sini brangnya penyok smua krna pengemasannya yg cuma plastik doang perbaiki dong pelayannya,0
barang real pict bagus tidak ada kata rugi beli ditoko ini,1
barang sangat baguss ga kecewa beli sekaligus,1
ga dikirim komplain payah,0
tasnya kotor kayak bekas pakai,0
bagussss no cacat,1
pembelian yg kedua kalinya dan tdk mengecewakan,1
gak mengecewakan pokoknya,1
gak nyesel beli di toko ini tasnya keliatannya kekar gak asal asalan lah dan pastinya lucuuuuuuuu banget warna dan modelnya,1
bagusss bangeettt sukakk gak pernah mengecewakan beli disini udah ke kalinya beli disini kemaren ada flash sale lngusng cuss belii,1
produk is the best bangetorderan kedua ku ini smoga tetp amanah yajgn ragu beli di toko inibarang nya bagus smua,1
bagus siii ka barangnya emang udh langganan siii belanja disini jadi ga ragu lagi,1
saya beli brg lainnya ok cm ini yg paling kecewa mana beli saat k lalu hr kmdn disale k tapi saya dpt brg cacat memang diberi spon tp begtu dibuka ternyata cacat kulitnya mengelupas entah tidak terjahit ato brg lama sebelumnya di pegangannya tdk kelihatan krn di beri plastik,0
terimakasih tasnya lumayan baguslah cuma bahan model tutupnya itu kayak bahan beludru takutnya klo kotor susah ilangnya,0
selalu langganan banget disini gapernah kecewa sama sekaliiii yaampun recomended bangetttttt,1
asli cantik pisaaandahlah kalian jangan ragu belanja disini,1
trmksh yaa paketnya sudah dtg cuman bludru x agak kotor sdkt tp gpp lh mgkn krna wrna putih kli yaa thnks,0
pertama kali di shopee beli tas dan super duper bikin mood booster bahannya juara untuk tas harga segitu ya ampun bener puassss modelnya ga pasaran ga norak bener bagusss mo nangissss banget pas ini tas dateng ga sangka bakalan sebagus ini pokoknya recommended mau langganan beli ga kecewa,1
baguuusssss beneran baguss tas nya gak tampak murahan beneran gud quality buat hang out atau segala acara cucok meonggg in shaa allah langganan d sini best seller dahhhh,1
tasnya bagus ga kecewa belanja di toko ini udah langganan,1
gak pernah kecewa pokok nya selalu bagussss pengiriman juga cepet banget cuma sehari wlopun kmren pas thun baru pesennya,1
tas ny bgus cma pngemasan n pngiriman ny agx lama gx pke bubble wrap yaa untung tas ny gx ad yg lecet,0
aaaa g pernah kecewa dehhh udah kali beli tas disini brgnya hari dah nyampeeeeee love bgtt,1
real pict next order lagi pengiriman cepet sekali cuma seharitapi lama di pengemasan karna lagi banjir orderan,1
dengan harga segitu menurut ku terlalu mahal krn nggak sesuai dgn bahannya gambar aja yg import tpi bahan lokal,0
packing nya lama harusnya planning bwt kado tmn perkiraan pas eh lwt hari h harga emang sesuai barang b aja,0
kemaren aslinya pingin biru tp kehabisanwrn khaki nya agak suram jd kurang enak dilihat model standarok lah hrg segini,0
langganan pokoknya gak mengecewakan ajiibbb murceee,1
orderan yg ksekiann kalinyaaaa selama order gak pernah mengecewakan sangat sangat puasssss thank you seller,1
sudah tidak diragukan lagi kualitas order tas di tasradybatam beberapa kolekti tas saya beli disini,1
pengemasannya sangat rapiii dan kualitassnya tidak mengecewakan pokoknya langganan terussssss,1
tadinya mau kasih bintang lima tapi gara ada cacat dibagian aksesoris nya udah mengelupas jadi bintang yaa makasiih suka siih cuma kecewa sama cacatnya itu lain kali tolong hati sebelum di pack,0
koq gada tali pendeknya yha mba aq kena komplenan customer aq ini padahal uda langganan disini,0
beli ini dah sering bngt emang baguus da laku banget di jualnya oke deh pokonya g pernah jelek,1
recomended bet dah ah toko nya gak usah ragu deh kalo mau order di toko ini,1
sudah langganan belanja tas disini dan ngga pernah kecewa sama barangnya super cantik semua tasnya,1
emang paling the best kalo masalah per tasan mah the best juga pengirimannya cuma seharu udh smpe makasssiihhhhhh,1
seperti biasa udah langganan banget tasnya sllu ga mengecewakan thx u seller,1
kondisi tas dalam tidak baikkecewa bgt karna ada bekas tinta dan packing an nya hanya berlapis plastik hitam sajadan tidak ada buble wrappadahal buat kado tapi gagal dehh karna kondisi tas yg tidak baik,0
gk sebaguss itu sihhh krna adaa cacat nyaaaaaaaaaaaaaaaaa,0
cantik udh order untuk kesekian kali nya n gk prnh kecewa,1
mewahhhhh kelihatan kayak tass mahal bahannya kokohh tapi gak kakuu gak pernah ngecewain toko ini tasnya bagus pilihan modelnya jugaa banyakkk,1
agak kecewa dompetnya ga bs msk pdhl lht di videonya dompet pjg plus dll muat,0
selalu cepat pengirimannya gak pernah kecewa beli di toko ini real pict dan cuantik harga miring lg makasih ya seller,1
kualitas tak perlu diragukan lagi kedua kalinya beli dsniii secinta itu sama produknya muluss,1
kece parah bagus bahannya juga gak murahan pokoknya gak pernah nyesel beli disini sukak,1
barang lama sampai dan perlakuan penjual yg tidak sangat lama blsdan saya tidak mendapatkan gantungan tas dibagian depansaat saya menchat pemilik dia selalu mencuekin sayachat susah di blsmohon ya kepada penujual agar punya rasa baik kepada pembeli,0
baguuusnya klewaaat benar gak mengecewakan thanks ya,1
tas nyaa cantikkk realpickkk ga kaya tas murahannnkeburu diambil ibu tas nyaa karna sukaaa jadi ga sempat foto deh,1
tas a bagus banegtcuma pengemasan dan pngiriman a lama banget,1
bgs bgt ngga kecewa deh pokoknya,1
tukang tipu toko ini penipu masa co bayar tas lain di kirimnya yg harga murah,0
tasnya realpict dan kembut banget sumpah gak mengecewakan lah pokoknya,1
kecewa sih pesennya beda malah dikirim sama tapi gapapalah dengan harga segitu,0
pesan kurang warna miloagak kecewa siii warna milo gak adaaaaa lain kali cek dulu sebelum barang dikirim,0
ko salah bahan ya yang warna coklat nya terus warna yang aku minta ga ada dikirim yang warna cadangan sedih,0
kecewa banget si memang silver ngga ada ya tolong konfirmasi jangan asal gitu dong,0
yeaaayyyyy akhirnya paketnya dtg juga makasih seller dtgnya lumayan lama yaa krn lg juga untuk warnanya bagus² sih tp entah knp aku kurang suka ya sama warnanya krn menurutku agak kurang aesthetic aja gitu warnanya but its okay bakalan ttp aku pake krn syg udh dibeli kan thank you kak,0
produk bgus pengemsan oke nggak ada yang cacatnex order lagi untuk abang kurir makasih,1
bagus barangnya kirain yg khaki muda bakal agak terang gitu kaya di foto ternyata pas dateng gelap kek nya salah kirim warna,1
